D\L (nm),200.0,212.5,225.0,237.5,250.0,262.5,275.0,287.5,300.0,312.5,325.0,337.5,350.0,362.5,375.0,387.5,400.0,412.5,425.0,437.5,450.0
25.0,175.27517615547734,218.66313769163077,260.131564614376,326.0381524837493,377.7474055941153,460.7782968888756,558.7940233789741,641.8746629020966,757.8074514682119,853.7688812757309,932.0425520227651,965.8476301352113,994.9776536210378,1015.7673175102041,994.8525573021694,957.3109247951315,916.1033372324761,859.1560914602437,788.9162209025143,715.9111856610165,670.0219875623267
37.5,148.288521553552,184.56731036966988,229.5964073063357,274.43144253363994,337.31895484190414,408.30127047133846,476.16717660761697,581.8096592699947,662.5968659875542,768.9707632334503,843.2074291039872,893.1800980656282,922.4853447883168,912.1248721419926,898.1423265845372,874.2155240133575,850.7396218369652,750.3288235044695,691.3083895576465,644.7339392460942,591.4154247439982
50.0,129.61738822624594,162.94772174862285,200.3779842747494,249.9265798033068,303.15831865196253,370.3231613741883,447.09831886768546,510.8844579582372,603.5835550607318,686.0451026252294,756.9410467192865,836.0593516775942,856.0722040661675,861.642415931708,899.7652037486297,840.048481464647,792.8878630110219,725.2790718474733,704.2318434941855,634.458965529132,561.8515382583179
62.5,116.09827775603597,150.36621356963596,175.43690240244572,230.3120984388311,266.55720494768667,338.0717692773275,401.2293894080001,479.31541587233073,552.6180637040444,640.1349864842286,709.4532962573495,757.4476385262838,815.6657671076334,812.3603332534645,830.3001295255835,821.22112733102,762.7575907680172,764.8104620682668,689.7801998573455,625.2572541834516,578.1719970468642
75.0,108.04412401706254,135.24185064833833,161.00104235083694,205.78967408038548,250.30956964311738,309.90657216428724,368.0349593763233,441.7890699824646,517.5732916715881,601.3669702878703,691.469375758591,764.049750604436,795.9282760306875,845.7546544204641,810.0736101031679,838.6920802232037,808.175696123164,779.5718899948052,717.5716495516526,635.1563282214554,575.0864761295809
87.5,95.37688451697296,118.56197436329016,150.0438340391918,189.2920769490254,230.1598349496269,285.6434005999493,338.06813870848055,415.01906142891727,493.3257428824488,616.2101778988758,670.717362974842,750.3542168064537,765.367307167683,832.5585582979426,833.4493992413434,833.747789676419,797.2934281466343,754.6442807507569,690.6831668163451,645.9840775124557,610.1176270474023
100.0,90.57312933787885,112.64236381990341,145.01894151868706,173.84764744929393,208.76563995735737,268.6677270581096,326.6477817183705,403.0996547740604,478.3320415912364,576.6141451299885,648.9178122861011,741.7603239230931,757.39083828564,876.9283293778445,846.8985734950041,868.7733837803852,882.2878058115475,807.2772010880826,754.8868675320283,699.7793735802005,612.4534897632631
112.5,79.45386695514073,104.142839180896,132.4317498469162,160.47473351470242,206.62770326387445,251.5545053829807,320.9870777592281,371.2929098396331,476.9326980298411,558.8153608775817,648.115000978623,707.4299751102192,829.736865667872,901.7450622210556,878.6539944521586,918.9640640227578,913.0216051859348,874.4853230060171,820.6261937942162,748.9115994309248,734.4509239468146
125.0,77.39728135625006,94.40172954798206,126.57964059270319,148.0884753749071,195.66770627213003,236.583967524381,297.8877811529793,367.0494256286906,447.8433093526576,554.1126889920018,633.4750006025013,712.8494239322436,851.8933296438414,931.3015824887422,967.9463761670439,1021.1736721247813,975.3207053241271,914.6926136318765,908.7847372469658,831.8181407731175,737.9075606682087
137.5,70.18006821336743,89.75202133693354,114.25134969831866,142.93301921445578,177.49585074150156,233.60192292370937,290.3084005989016,353.7711093778766,454.58734150357606,568.9969008209105,685.2109564784596,767.4865301501904,878.7397517533946,1009.6100742528881,1105.6170482011053,1132.73309715904,1110.816364082289,1109.5984460584866,1063.8250203177424,895.6500743772735,812.32123204003
150.0,66.34726797115303,82.52700266671528,107.5842692054339,135.19246185693567,175.82159292344028,219.64180251027437,280.0979452473021,367.2272824259411,442.357611809116,540.1687104190837,699.2187362556649,819.4873587700184,995.805769332472,1086.210437491541,1192.3011611957272,1257.6860223732856,1294.7857873565372,1228.4724393872225,1160.1626121818745,976.067148413765,808.4619900077329
162.5,61.97275230509296,75.30875425620411,101.06227092162814,127.59583623847335,173.15764069818965,212.80266797311717,272.0308079579832,349.1072688387172,449.60700301114554,596.9165186561282,730.8060112862266,859.8107438431675,1052.6189171445117,1180.9727668192488,1342.2894528803886,1469.5777588673293,1475.4272726341503,1463.513754141939,1247.6091327871968,1037.951200395444,794.5483643182957
175.0,56.3459329001659,73.13392710081513,94.68275633931609,121.17028579513637,160.75614779406226,206.998780032849,265.99364555935284,348.4771493106616,457.76802914607583,588.3254672382709,763.5651854554318,947.5619502994866,1125.715531138821,1437.0558288941465,1606.3889880809202,1703.5747834178876,1779.5530474037566,1740.7368080576357,1322.2347753901713,1043.419468300983,571.6041689332105
187.5,53.51363501562591,70.58642204574721,89.59448277540329,113.70929031426566,160.51249272532618,201.0798871881548,268.285387914544,346.3632299103366,490.25182495944455,669.1722034501282,829.6086411854146,1065.6544013496691,1315.3676239808428,1608.7568549709747,1915.1410587119492,2070.638221869015,2066.0586140624073,1712.5298527308337,1202.018657889998,639.3194158109183,221.18518185209263
200.0,50.027433085144054,64.44261344448,84.58785807277845,110.14266559593925,146.67985980472193,198.8944916017401,256.1427617948566,355.6599225420533,475.76002957337204,667.8925149557873,906.3078494262066,1285.3527289903577,1575.7530478713081,2059.9998103824623,2338.4512439217783,2587.751938520446,2179.3995703875016,1586.1875063804778,732.9503835288048,182.98810107646577,1051.0161288450379
212.5,48.55331007072392,61.9238282522981,80.8622756062789,109.80873599107814,142.2707260270089,204.27434038992484,264.2181754917911,371.87368915495057,544.5212391730355,713.9999478313246,1072.4033808055503,1486.3419391712766,2035.690784602368,2644.5029420812652,2937.6676254954336,2869.9516999976568,2003.2333178593178,893.3612646789387,161.97859500434674,1327.0195660742893,129.71743632619152
225.0,46.14669427200178,58.92304541639842,81.06573390801114,107.36919960602384,143.22599026523534,200.06621830580286,272.9129472925431,386.32978599581435,551.6061261298238,826.4700941275808,1173.4487875354075,1889.1566814095418,2663.4252314420633,3512.6479962427734,3753.571063461522,2713.6975601369913,1113.940829958503,172.05229824814484,1737.877160844507,134.6544948986051,31.350043837262607
237.5,42.83295864066921,58.43257239392076,78.05106984178187,101.18421080351116,140.83656836617376,199.0298797822902,280.1613108421243,416.52402823706535,596.0907886568311,955.9311903785068,1533.5508937416867,2511.687851376614,3590.5936865811655,4878.066273616222,3777.3100880183356,1398.7125004054842,188.3676414768733,1983.675775177356,141.74420653301993,26.42658873647319,59.300912724938115
250.0,41.63690764562742,55.35259008566625,74.74979329721742,105.60384752198947,136.11329151573665,198.9242976048061,293.7430612693423,452.4334400151653,719.886082344899,1192.4003850790893,2137.2056589398794,3499.5592529043993,5387.472355326125,4714.289745539354,1875.5376504114508,208.75146853791765,2177.203817205803,159.8611362321552,27.586806411640072,33.40309037060938,386.17780965878876
262.5,39.24674142464125,50.41908573423479,72.18546162151955,98.8319975444789,141.29274049228204,206.7505690815934,313.8630496782187,510.3499895187485,882.7198115478789,1579.17978216488,2985.794931723182,5413.581706301355,6202.140103761114,2494.1973986418543,253.29523975318975,1713.0117199355911,184.41098200906927,32.43369907481348,24.54481418485915,153.35345615200018,3657.6309909105553
275.0,39.20145363732151,49.545818571610006,70.34099563510664,97.00586085725372,144.27680015064217,217.86053402908647,345.6034875922328,583.6505338728789,1096.7935240540346,2292.8850297482545,5047.712999162474,7857.130967163037,3356.1610976021193,321.2374614623133,999.3498686805852,215.1489276438097,39.984000238266184,23.98888467809666,78.38397102210834,1702.0805068055777,214.72239955858598
287.5,35.24146117819747,49.492737296732614,68.68798797546744,95.53217554553693,142.44591087081542,249.37170976832758,388.94791383093144,741.7475052594756,1636.102476318627,3990.5756390377683,9362.777705833905,4777.209805347707,403.50243229482913,363.3374885727343,244.18655653360108,49.29330455109487,27.28175457411555,50.485653422978906,452.210712496648,995.4455348403311,254.73175674862995
300.0,35.196947111322544,49.55363288583293,67.73421991639556,96.571637544061,153.70683339410073,269.62062742113164,460.2445137524877,1062.550261733793,2980.5929358085637,8383.510508466241,6241.027154179092,517.7280210514238,100.14647176431924,281.15690863541926,59.359492164709096,32.45288952529357,42.5799504329697,183.88279063181218,6190.884573961915,128.5857484361817,1237.0538416588854
312.5,33.490716985853936,47.37718892659079,65.56664850855687,101.82621789654503,164.68486116970158,300.0355750638416,646.2760365527089,1881.5717373901593,7183.751968218962,9565.586184109517,671.9605885912863,24.468977339732604,318.1436995032182,68.9776366784219,38.54092618933003,40.96456920004026,109.21648000604634,1360.5039923922886,241.69440364968986,380.28265903004495,10151.506076483594
