% Model,attempt10-785nm_step3.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 16:27"
% Table,E^4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
320.0,415.0000000000001,0.785,1.200076053091319e+19
320.0,420.0,0.785,1.337164211285686e+19
320.0,425.0,0.785,1.452129767172332e+19
320.0,430.0,0.785,1.59911833821089e+19
320.0,435.0,0.785,1.745965165718802e+19
320.0,440.0,0.785,2.166796523044905e+19
320.0,445.0,0.785,2.497667888978842e+19
320.0,450.0,0.785,3.211929566589839e+19
320.0,455.0,0.785,4.690291086858789e+19
320.0,460.0,0.785,7.204045925320654e+19
320.0,465.0000000000001,0.785,1.315277771343596e+20
320.0,470.0000000000001,0.785,3.307484361658442e+20
320.0,475.0,0.785,1.362202969997347e+21
320.0,480.00000000000006,0.785,3.082834793981693e+21
320.0,485.0,0.785,2.678180381428427e+20
320.0,490.00000000000006,0.785,1.37409770607409e+19
320.0,495.0,0.785,7.20081429634588e+17
320.0,500.00000000000006,0.785,1.846778261934757e+16
325.0,0.0,0.785,5.222409496787876e+18
325.0,5.0,0.785,4.697521958727751e+18
325.0,10.0,0.785,4.590135631496806e+18
325.0,15.000000000000002,0.785,4.623086012283561e+18
325.0,20.0,0.785,4.668004484097412e+18
325.0,25.000000000000004,0.785,4.667062118749034e+18
325.0,30.000000000000004,0.785,4.690003848429353e+18
325.0,35.0,0.785,4.784627393541953e+18
325.0,40.0,0.785,4.722121011513936e+18
325.0,45.000000000000014,0.785,4.761447404076909e+18
325.0,50.00000000000001,0.785,4.732161717533883e+18
325.0,55.0,0.785,4.754813181964124e+18
325.0,60.00000000000002,0.785,4.892071346702927e+18
325.0,65.0,0.785,4.807845991347871e+18
325.0,70.0,0.785,4.733637702090201e+18
325.0,75.00000000000001,0.785,4.898122801903553e+18
325.0,80.0,0.785,4.908970667506649e+18
325.0,85.00000000000001,0.785,4.8686231720938e+18
325.0,90.00000000000001,0.785,4.962291207144221e+18
325.0,95.0,0.785,4.836484177745245e+18
325.0,100.0,0.785,4.922345847628133e+18
325.0,105.0,0.785,4.956889650830406e+18
325.0,110.0,0.785,4.90002300368518e+18
325.0,115.0,0.785,5.01180928224571e+18
325.0,119.99999999999999,0.785,4.917438085996653e+18
325.0,125.0,0.785,4.911514417658102e+18
325.0,130.0,0.785,5.037757058487543e+18
325.0,135.0,0.785,4.974390769744175e+18
325.0,140.0,0.785,4.945740501416122e+18
325.0,145.0,0.785,5.041656292884741e+18
325.0,150.0,0.785,5.220469586774831e+18
325.0,155.0,0.785,5.106972072533595e+18
325.0,160.0,0.785,5.108066326836492e+18
325.0,165.0,0.785,5.260269048660788e+18
325.0,170.0,0.785,4.997158735425159e+18
325.0,175.0,0.785,5.090174719894371e+18
325.0,180.0,0.785,5.384232288862617e+18
325.0,185.0,0.785,5.285561556844742e+18
325.0,190.0,0.785,5.468444294458829e+18
325.0,195.0,0.785,5.437993730510932e+18
325.0,200.0,0.785,5.474142863910349e+18
325.0,205.0,0.785,5.369632277813286e+18
325.0,210.0,0.785,5.60373564919013e+18
325.0,215.0,0.785,5.557269406183357e+18
325.0,220.0,0.785,5.443198046029425e+18
325.0,225.0,0.785,5.457760841162786e+18
325.0,230.0,0.785,5.896866508548113e+18
325.0,235.0,0.785,5.834500329239362e+18
325.0,239.99999999999997,0.785,5.506955394554197e+18
325.0,244.99999999999997,0.785,5.768652552190297e+18
325.0,250.0,0.785,6.010769313808627e+18
325.0,255.0,0.785,6.036502802915265e+18
