% Model,attempt10-785nm_Plano.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 16:52"
% Table,Table 2 - Surface Integration 1
% lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
7.850000000000000E-1,2.980055218895793E16
