% Model,attempt8-450.mph
% Version,COMSOL 6.1.0.282
% Date,"Aug 27 2025, 22:23"
% Table,ewfd.normE^4_ate_500nm - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
4.624999999999999E2,4.125000000000000E2,6.330000000000000E-1,7.594406792196808E20
4.624999999999999E2,4.249999999999999E2,6.330000000000000E-1,1.456009894233729E20
4.624999999999999E2,4.375000000000000E2,6.330000000000000E-1,1.948610788528842E19
4.624999999999999E2,4.500000000000000E2,6.330000000000000E-1,3.380171720015986E20
4.624999999999999E2,4.624999999999999E2,6.330000000000000E-1,2.765178426143574E18
4.624999999999999E2,4.749999999999999E2,6.330000000000000E-1,1.025996235923270E18
4.624999999999999E2,4.874999999999999E2,6.330000000000000E-1,1.619232244447165E18
4.624999999999999E2,5.000000000000000E2,6.330000000000000E-1,4.540589783059198E18
4.749999999999999E2,0.000000000000000E0,6.330000000000000E-1,6.741103775003537E19
4.749999999999999E2,1.250000000000000E1,6.330000000000000E-1,4.243180926030078E19
4.749999999999999E2,2.500000000000000E1,6.330000000000000E-1,3.521530802214996E19
4.749999999999999E2,3.750000000000000E1,6.330000000000000E-1,3.498388459955226E19
4.749999999999999E2,5.000000000000000E1,6.330000000000000E-1,3.498053752886200E19
4.749999999999999E2,6.250000000000000E1,6.330000000000000E-1,3.492516001491685E19
4.749999999999999E2,7.500000000000000E1,6.330000000000000E-1,3.789504307469678E19
4.749999999999999E2,8.750000000000000E1,6.330000000000000E-1,4.099521865106013E19
4.749999999999999E2,1.000000000000000E2,6.330000000000000E-1,4.403816367705140E19
4.749999999999999E2,1.125000000000000E2,6.330000000000000E-1,4.989090287766309E19
4.749999999999999E2,1.250000000000000E2,6.330000000000000E-1,5.294301618162917E19
4.749999999999999E2,1.375000000000000E2,6.330000000000000E-1,5.617645096175313E19
4.749999999999999E2,1.500000000000000E2,6.330000000000000E-1,4.984043707663730E19
4.749999999999999E2,1.625000000000000E2,6.330000000000000E-1,3.893093405176655E19
4.749999999999999E2,1.750000000000000E2,6.330000000000000E-1,7.875509844875775E19
4.749999999999999E2,1.875000000000000E2,6.330000000000000E-1,1.850638518305572E19
4.749999999999999E2,2.000000000000000E2,6.330000000000000E-1,1.062185973347882E19
4.749999999999999E2,2.125000000000000E2,6.330000000000000E-1,3.560672001161909E19
4.749999999999999E2,2.250000000000000E2,6.330000000000000E-1,2.577256925590720E20
4.749999999999999E2,2.375000000000000E2,6.330000000000000E-1,4.345436190943726E19
4.749999999999999E2,2.500000000000000E2,6.330000000000000E-1,6.226676937767571E19
4.749999999999999E2,2.625000000000000E2,6.330000000000000E-1,1.776579780327058E20
4.749999999999999E2,2.750000000000000E2,6.330000000000000E-1,5.269143877092653E20
4.749999999999999E2,2.874999999999999E2,6.330000000000000E-1,3.453753818495617E20
4.749999999999999E2,3.000000000000000E2,6.330000000000000E-1,4.769408847252714E19
4.749999999999999E2,3.125000000000000E2,6.330000000000000E-1,1.836768838556016E19
4.749999999999999E2,3.250000000000000E2,6.330000000000000E-1,2.437875752203293E19
4.749999999999999E2,3.374999999999999E2,6.330000000000000E-1,4.886655459835652E19
4.749999999999999E2,3.500000000000000E2,6.330000000000000E-1,1.202553216203849E20
4.749999999999999E2,3.625000000000000E2,6.330000000000000E-1,3.252081876706510E20
4.749999999999999E2,3.749999999999999E2,6.330000000000000E-1,1.000829218164922E21
4.749999999999999E2,3.875000000000000E2,6.330000000000000E-1,1.360719725250646E21
4.749999999999999E2,4.000000000000000E2,6.330000000000000E-1,4.217016339701871E20
4.749999999999999E2,4.125000000000000E2,6.330000000000000E-1,7.328190454058990E19
4.749999999999999E2,4.249999999999999E2,6.330000000000000E-1,1.597675729799542E19
4.749999999999999E2,4.375000000000000E2,6.330000000000000E-1,4.311302701469590E19
4.749999999999999E2,4.500000000000000E2,6.330000000000000E-1,2.572811075588409E18
4.749999999999999E2,4.624999999999999E2,6.330000000000000E-1,1.869278324574470E18
4.749999999999999E2,4.749999999999999E2,6.330000000000000E-1,2.960851718453602E18
4.749999999999999E2,4.874999999999999E2,6.330000000000000E-1,7.926210573009101E18
4.874999999999999E2,0.000000000000000E0,6.330000000000000E-1,6.498837420278249E19
4.874999999999999E2,1.250000000000000E1,6.330000000000000E-1,4.050316905559661E19
4.874999999999999E2,2.500000000000000E1,6.330000000000000E-1,3.483935080707884E19
4.874999999999999E2,3.750000000000000E1,6.330000000000000E-1,3.260954459015245E19
4.874999999999999E2,5.000000000000000E1,6.330000000000000E-1,3.403245342228365E19
4.874999999999999E2,6.250000000000000E1,6.330000000000000E-1,3.301061103744565E19
4.874999999999999E2,7.500000000000000E1,6.330000000000000E-1,3.604922224939369E19
4.874999999999999E2,8.750000000000000E1,6.330000000000000E-1,3.959287063267729E19
4.874999999999999E2,1.000000000000000E2,6.330000000000000E-1,4.240704772866673E19
4.874999999999999E2,1.125000000000000E2,6.330000000000000E-1,4.588279104831664E19
4.874999999999999E2,1.250000000000000E2,6.330000000000000E-1,4.861046535586220E19
4.874999999999999E2,1.375000000000000E2,6.330000000000000E-1,4.721066878829283E19
4.874999999999999E2,1.500000000000000E2,6.330000000000000E-1,5.750264747539356E19
4.874999999999999E2,1.625000000000000E2,6.330000000000000E-1,6.599865987358913E19
4.874999999999999E2,1.750000000000000E2,6.330000000000000E-1,2.480763326079100E19
4.874999999999999E2,1.875000000000000E2,6.330000000000000E-1,2.311013167191219E19
4.874999999999999E2,2.000000000000000E2,6.330000000000000E-1,7.741570506098976E19
4.874999999999999E2,2.125000000000000E2,6.330000000000000E-1,1.568787131122855E20
4.874999999999999E2,2.250000000000000E2,6.330000000000000E-1,5.962889339878853E19
4.874999999999999E2,2.375000000000000E2,6.330000000000000E-1,1.293765940112906E20
4.874999999999999E2,2.500000000000000E2,6.330000000000000E-1,3.069678528219770E20
4.874999999999999E2,2.625000000000000E2,6.330000000000000E-1,5.837671576522733E20
4.874999999999999E2,2.750000000000000E2,6.330000000000000E-1,2.309131366924749E20
4.874999999999999E2,2.874999999999999E2,6.330000000000000E-1,3.812167347539457E19
4.874999999999999E2,3.000000000000000E2,6.330000000000000E-1,1.512473486349910E19
4.874999999999999E2,3.125000000000000E2,6.330000000000000E-1,1.970245820400085E19
4.874999999999999E2,3.250000000000000E2,6.330000000000000E-1,4.226229061290769E19
4.874999999999999E2,3.374999999999999E2,6.330000000000000E-1,1.110562024673352E20
4.874999999999999E2,3.500000000000000E2,6.330000000000000E-1,3.777668787294293E20
4.874999999999999E2,3.625000000000000E2,6.330000000000000E-1,1.286571329848181E21
4.874999999999999E2,3.749999999999999E2,6.330000000000000E-1,1.019355948797097E21
4.874999999999999E2,3.875000000000000E2,6.330000000000000E-1,2.029542628263377E20
4.874999999999999E2,4.000000000000000E2,6.330000000000000E-1,4.226465665577218E19
4.874999999999999E2,4.125000000000000E2,6.330000000000000E-1,1.440942724896914E19
4.874999999999999E2,4.249999999999999E2,6.330000000000000E-1,8.825584050604903E18
