% Model,attempt8.mph
% Version,COMSOL 6.1.0.282
% Date,"Aug 27 2025, 15:24"
% Table,ewfd.normE^4_ate_325nm - 
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.250000000000000E2,1.875000000000000E2,6.330000000000000E-1,6.179855266723652E18
2.250000000000000E2,2.000000000000000E2,6.330000000000000E-1,6.640230564760294E18
2.250000000000000E2,2.125000000000000E2,6.330000000000000E-1,6.570068661700328E18
2.250000000000000E2,2.250000000000000E2,6.330000000000000E-1,6.700966417856349E18
2.250000000000000E2,2.375000000000000E2,6.330000000000000E-1,6.930491619449424E18
2.250000000000000E2,2.500000000000000E2,6.330000000000000E-1,7.232253838404674E18
2.250000000000000E2,2.625000000000000E2,6.330000000000000E-1,7.294283649959252E18
2.250000000000000E2,2.750000000000000E2,6.330000000000000E-1,7.462609673715504E18
2.250000000000000E2,2.874999999999999E2,6.330000000000000E-1,7.881368463304484E18
2.250000000000000E2,3.000000000000000E2,6.330000000000000E-1,8.174665823155750E18
2.250000000000000E2,3.125000000000000E2,6.330000000000000E-1,8.502532051569992E18
2.250000000000000E2,3.250000000000000E2,6.330000000000000E-1,8.882245870423658E18
2.250000000000000E2,3.374999999999999E2,6.330000000000000E-1,9.071476786413216E18
2.250000000000000E2,3.500000000000000E2,6.330000000000000E-1,1.013624987575301E19
2.250000000000000E2,3.625000000000000E2,6.330000000000000E-1,1.104466751970441E19
2.250000000000000E2,3.749999999999999E2,6.330000000000000E-1,1.389484419302325E19
2.250000000000000E2,3.875000000000000E2,6.330000000000000E-1,2.344271133556466E19
2.250000000000000E2,4.000000000000000E2,6.330000000000000E-1,1.634312309393500E20
2.250000000000000E2,4.125000000000000E2,6.330000000000000E-1,6.277002421406691E20
2.250000000000000E2,4.249999999999999E2,6.330000000000000E-1,4.374877016982227E19
2.250000000000000E2,4.375000000000000E2,6.330000000000000E-1,2.491095005678021E19
2.250000000000000E2,4.500000000000000E2,6.330000000000000E-1,8.221562681954286E19
2.250000000000000E2,4.624999999999999E2,6.330000000000000E-1,1.279012094189367E19
2.250000000000000E2,4.749999999999999E2,6.330000000000000E-1,1.134872129586354E19
2.250000000000000E2,4.874999999999999E2,6.330000000000000E-1,1.097446541618425E19
2.250000000000000E2,5.000000000000000E2,6.330000000000000E-1,1.087805297386645E19
