% Model,attempt7 - 45deg ate 600 nm.mph
% Version,COMSOL 6.1.0.282
% Date,"Jul 21 2025, 10:41"
% Table,Table 4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),(ewfd.normE)^4 (kg^4*m^6/(s^12*A^4))
5.749999999999999E2,4.500000000000000E2,6.330000000000000E-1,2.403838828473738E21
5.749999999999999E2,4.749999999999999E2,6.330000000000000E-1,1.502337452748570E21
5.749999999999999E2,5.000000000000000E2,6.330000000000000E-1,6.578877577924218E19
5.749999999999999E2,5.250000000000000E2,6.330000000000000E-1,1.189081731526791E20
5.749999999999999E2,5.500000000000000E2,6.330000000000000E-1,2.124698729099856E21
5.749999999999999E2,5.749999999999999E2,6.330000000000000E-1,2.091244649951741E21
5.749999999999999E2,6.000000000000000E2,6.330000000000000E-1,7.147057966281532E21
5.749999999999999E2,6.250000000000000E2,6.330000000000000E-1,1.861782016259626E19
5.749999999999999E2,6.500000000000000E2,6.330000000000000E-1,1.025561157012522E19
5.749999999999999E2,6.749999999999999E2,6.330000000000000E-1,1.282474846667964E20
5.749999999999999E2,7.000000000000000E2,6.330000000000000E-1,4.683004963750605E20
6.000000000000000E2,0.000000000000000E0,6.330000000000000E-1,4.688574091474253E19
6.000000000000000E2,2.500000000000000E1,6.330000000000000E-1,8.815629060627751E19
6.000000000000000E2,5.000000000000000E1,6.330000000000000E-1,2.333968305261364E21
6.000000000000000E2,7.500000000000000E1,6.330000000000000E-1,3.404128964560407E19
6.000000000000000E2,1.000000000000000E2,6.330000000000000E-1,5.526211990912141E20
6.000000000000000E2,1.250000000000000E2,6.330000000000000E-1,3.341105028571067E20
6.000000000000000E2,1.500000000000000E2,6.330000000000000E-1,1.994921768900029E20
6.000000000000000E2,1.750000000000000E2,6.330000000000000E-1,1.451397674292239E21
6.000000000000000E2,2.000000000000000E2,6.330000000000000E-1,1.714179432275693E21
6.000000000000000E2,2.250000000000000E2,6.330000000000000E-1,1.075987079097994E21
6.000000000000000E2,2.500000000000000E2,6.330000000000000E-1,2.349721945793969E20
6.000000000000000E2,2.750000000000000E2,6.330000000000000E-1,6.275546292753573E19
6.000000000000000E2,3.000000000000000E2,6.330000000000000E-1,4.374131858294213E21
6.000000000000000E2,3.250000000000000E2,6.330000000000000E-1,4.133996724436014E20
6.000000000000000E2,3.500000000000000E2,6.330000000000000E-1,1.085416986750009E21
6.000000000000000E2,3.749999999999999E2,6.330000000000000E-1,6.665186703849251E20
6.000000000000000E2,4.000000000000000E2,6.330000000000000E-1,1.380161689195928E21
6.000000000000000E2,4.249999999999999E2,6.330000000000000E-1,2.511872850927201E21
6.000000000000000E2,4.500000000000000E2,6.330000000000000E-1,4.715684148197615E20
6.000000000000000E2,4.749999999999999E2,6.330000000000000E-1,2.445006971746404E19
6.000000000000000E2,5.000000000000000E2,6.330000000000000E-1,2.738553777808113E20
6.000000000000000E2,5.250000000000000E2,6.330000000000000E-1,4.480696941278249E21
6.000000000000000E2,5.500000000000000E2,6.330000000000000E-1,9.202909339322291E20
6.000000000000000E2,5.749999999999999E2,6.330000000000000E-1,4.073882270844836E19
6.000000000000000E2,6.000000000000000E2,6.330000000000000E-1,3.922471630299899E19
6.000000000000000E2,6.250000000000000E2,6.330000000000000E-1,2.806689469663035E20
6.000000000000000E2,6.500000000000000E2,6.330000000000000E-1,3.494453915692640E21
6.000000000000000E2,6.749999999999999E2,6.330000000000000E-1,1.326491568250173E20
6.000000000000000E2,7.000000000000000E2,6.330000000000000E-1,5.811151939638256E20
