% Model,attempt9_Plano.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 28 2025, 13:00"
% Table,Table 2 - Surface Integration 1
% lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
6.330000000000000E-1,1.000257501784164E17
