% Model,attempt10-785nm_step1.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 14:58"
% Table,E^4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.050000000000000E2,2.000000000000000E1,7.850000000000000E-1,4.254957857788992E17
2.050000000000000E2,2.500000000000000E1,7.850000000000000E-1,4.260577947334735E17
2.050000000000000E2,3.000000000000000E1,7.850000000000000E-1,4.316653487672449E17
2.050000000000000E2,3.500000000000000E1,7.850000000000000E-1,4.315715247175933E17
2.050000000000000E2,3.999999999999999E1,7.850000000000000E-1,4.398123559747681E17
2.050000000000000E2,4.500000000000000E1,7.850000000000000E-1,4.414798718471713E17
2.050000000000000E2,5.000000000000000E1,7.850000000000000E-1,4.454047506439450E17
2.050000000000000E2,5.499999999999999E1,7.850000000000000E-1,4.510907033780502E17
2.050000000000000E2,6.000000000000000E1,7.850000000000000E-1,4.545266024802328E17
2.050000000000000E2,6.499999999999999E1,7.850000000000000E-1,4.622687340586156E17
2.050000000000000E2,7.000000000000000E1,7.850000000000000E-1,4.493647368571197E17
2.050000000000000E2,7.500000000000000E1,7.850000000000000E-1,4.601120388163794E17
2.050000000000000E2,7.999999999999999E1,7.850000000000000E-1,4.699741657343728E17
2.050000000000000E2,8.500000000000000E1,7.850000000000000E-1,4.716301169075448E17
2.050000000000000E2,9.000000000000000E1,7.850000000000000E-1,4.732783583842417E17
2.050000000000000E2,9.499999999999999E1,7.850000000000000E-1,4.652628194266779E17
2.050000000000000E2,1.000000000000000E2,7.850000000000000E-1,4.743447455640641E17
2.050000000000000E2,1.050000000000000E2,7.850000000000000E-1,4.848941217307351E17
2.050000000000000E2,1.100000000000000E2,7.850000000000000E-1,4.726331943566481E17
2.050000000000000E2,1.150000000000000E2,7.850000000000000E-1,4.808036861023186E17
2.050000000000000E2,1.200000000000000E2,7.850000000000000E-1,4.861771194137144E17
2.050000000000000E2,1.250000000000000E2,7.850000000000000E-1,4.802825934375104E17
2.050000000000000E2,1.300000000000000E2,7.850000000000000E-1,4.954392273173269E17
2.050000000000000E2,1.350000000000000E2,7.850000000000000E-1,4.947761643516719E17
2.050000000000000E2,1.400000000000000E2,7.850000000000000E-1,4.846864518012095E17
2.050000000000000E2,1.450000000000000E2,7.850000000000000E-1,4.888906655094950E17
2.050000000000000E2,1.500000000000000E2,7.850000000000000E-1,4.893065036205859E17
